id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
2tVQTPsD78wflZJWfuxzog,homestyle-pizzeria-anthony,Homestyle Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/5VGRcNmpERJYZMzywrst8g/o.jpg,False,https://www.yelp.com/biz/homestyle-pizzeria-anthony?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.9933077, 'longitude': -106.6055193}","['delivery', 'pickup']",$$,"{'address1': '833 Main St', 'address2': '', 'address3': '', 'city': 'Anthony', 'zip_code': '79821', 'country': 'US', 'state': 'TX', 'display_address': ['833 Main St', 'Anthony, TX 79821']}",+19158864532,(915) 886-4532,27818.804564590657
BaJfUcZ4kmF4gdH-Kdw0Rw,crazy-daves-pizza-el-paso,Crazy Dave's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/Il-dukt-tef5EEXrAgLASA/o.jpg,False,https://www.yelp.com/biz/crazy-daves-pizza-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,51,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 31.76652, 'longitude': -106.3022}",['delivery'],$,"{'address1': '1830 George Dieter Dr', 'address2': 'Ste 117', 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1830 George Dieter Dr', 'Ste 117', 'El Paso, TX 79936']}",+19153072851,(915) 307-2851,12239.274612815994
oh7b1ARdeqG2AB6W7WTKEA,grimaldis-pizzeria-el-paso-6,Grimaldi's Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/VtL2MZTqVQuitHC60mPAMw/o.jpg,False,https://www.yelp.com/biz/grimaldis-pizzeria-el-paso-6?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,380,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.0,"{'latitude': 31.76903195, 'longitude': -106.37063987}","['delivery', 'pickup']",$$,"{'address1': '8889 Gateway Blvd W', 'address2': 'Ste 1200', 'address3': '', 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['8889 Gateway Blvd W', 'Ste 1200', 'El Paso, TX 79925']}",+19155944929,(915) 594-4929,6002.169527271461
B3GD3Dgdana6oHMavzBEQw,the-italian-kitchen-el-paso,The Italian Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/APpatr8zIAL9bb6_-Shi0g/o.jpg,False,https://www.yelp.com/biz/the-italian-kitchen-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,115,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.78504, 'longitude': -106.46032}",['delivery'],$$,"{'address1': '2923 Pershing Dr', 'address2': None, 'address3': None, 'city': 'El Paso', 'zip_code': '79903', 'country': 'US', 'state': 'TX', 'display_address': ['2923 Pershing Dr', 'El Paso, TX 79903']}",+19155654041,(915) 565-4041,3264.7136051228954
q_NegZJ2GBxNcvl2VOxjHw,undisputed-craft-house-el-paso,Undisputed Craft House,https://s3-media4.fl.yelpcdn.com/bphoto/NMNqa2FNhXLI4CA4LDvMkg/o.jpg,False,https://www.yelp.com/biz/undisputed-craft-house-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,64,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,"{'latitude': 31.76631, 'longitude': -106.28539}","['delivery', 'pickup']",,"{'address1': '1881 Saul Kleinfeld', 'address2': None, 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1881 Saul Kleinfeld', 'El Paso, TX 79936']}",+19153000000,(915) 300-0000,13735.492248498387
Rs-JRtVpqigQfzpEVA_x0g,monteleones-el-paso,Monteleone's,https://s3-media2.fl.yelpcdn.com/bphoto/1dC3kxMyxqly8Rp62OiWvw/o.jpg,False,https://www.yelp.com/biz/monteleones-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,53,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 31.77893, 'longitude': -106.45866}","['delivery', 'pickup']",$$,"{'address1': '3023 Gateway Blvd W', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79903', 'country': 'US', 'state': 'TX', 'display_address': ['3023 Gateway Blvd W', 'El Paso, TX 79903']}",+19158014089,(915) 801-4089,3378.613391877453
dScuCGXVA_eJdjLNrQLUGg,the-living-room-bar-el-paso,The Living Room Bar,https://s3-media2.fl.yelpcdn.com/bphoto/-SgljfNKaMeVtWPE1SnLGA/o.jpg,False,https://www.yelp.com/biz/the-living-room-bar-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,17,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 31.7975640586183, 'longitude': -106.461178064346}",['pickup'],$,"{'address1': '2400 N Piedras St', 'address2': None, 'address3': None, 'city': 'El Paso', 'zip_code': '79930', 'country': 'US', 'state': 'TX', 'display_address': ['2400 N Piedras St', 'El Paso, TX 79930']}",,,3234.5665028057906
fjG0l1RRsKuOpciL56rLRQ,coco-miel-el-paso-5,Coco.Miel,https://s3-media1.fl.yelpcdn.com/bphoto/brT5e0GXeU9LQo5o6Nolcg/o.jpg,False,https://www.yelp.com/biz/coco-miel-el-paso-5?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,156,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 31.7538056920424, 'longitude': -106.319615472491}","['delivery', 'pickup']",$$,"{'address1': '1515 Lee Trevino Dr', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1515 Lee Trevino Dr', 'El Paso, TX 79936']}",+19155957170,(915) 595-7170,11090.936810534899
-ESjxE_gYeeZzXvcWVWAew,sun-city-slice-el-paso,Sun City Slice,https://s3-media2.fl.yelpcdn.com/bphoto/I23ByxgcEHgjWEHuXqkMpA/o.jpg,False,https://www.yelp.com/biz/sun-city-slice-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,55,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 31.7456367246, 'longitude': -106.302513331175}","['delivery', 'pickup']",$,"{'address1': '1505 George Dieter Dr', 'address2': 'Space 106', 'address3': None, 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1505 George Dieter Dr', 'Space 106', 'El Paso, TX 79936']}",+19153135797,(915) 313-5797,12937.237759841833
62U1869T5Hl0TSqMMf9bOg,casa-pizza-restaurant-el-paso,Casa Pizza Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/6pma5ygTJjSHNxR57qGtAQ/o.jpg,False,https://www.yelp.com/biz/casa-pizza-restaurant-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,109,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'greek', 'title': 'Greek'}]",4.0,"{'latitude': 31.785292705375, 'longitude': -106.425044603711}","['delivery', 'pickup']",$,"{'address1': '1200 Chelsea St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79903', 'country': 'US', 'state': 'TX', 'display_address': ['1200 Chelsea St', 'El Paso, TX 79903']}",+19157752010,(915) 775-2010,925.3561102016541
